Tittle,Year Release,MPAA Rating,Duration(minutes),IMDB Score,Metascore,Genre 1,Genre 2,Genre 3,Gross($M)
Grindhouse,2007,R,191,7.5,77,Action,Horror,Thriller,25.03
The English Patient,1996,R,162,7.4,87,Drama,Romance,War,78.65
Saw III,2006,21+,108,6.2,48,Horror,Mystery,Thriller,80.24
Adaptation.,2002,R,115,7.7,83,Comedy,Drama,NA,22.25
Robin Hood: Prince of Thieves,1991,NA,143,6.9,51,Action,Adventure,Drama,165.5
Willy Wonka & the Chocolate Factory,1971,NA,100,7.8,67,Family,Fantasy,Musical,4
Chocolat,2000,PG-13,121,7.2,64,Drama,Romance,NA,71.51
The Judge,2014,R,141,7.4,48,Crime,Drama,NA,47.12
Paths of Glory,1957,NA,88,8.4,90,Drama,War,NA,NA
Dracula Untold,2014,PG-13,92,6.3,40,Action,Drama,Fantasy,56.28
Percy Jackson & the Olympians: The Lightning Thief,2010,PG,118,5.9,47,Adventure,Family,Fantasy,88.76
Twister,I 1996,NA,113,6.4,68,Action,Adventure,Thriller,241.72
Chicken Run,2000,NA,84,7,88,Animation,Adventure,Comedy,106.83
Night at the Museum: Battle of the Smithsonian,2009,PG,105,6,42,Adventure,Comedy,Family,177.24
Enchanted,2007,PG,107,7,75,Animation,Comedy,Family,127.81
Swordfish,2001,R,99,6.5,32,Action,Crime,Thriller,69.77
A Million Ways to Die in the West,2014,R,116,6.1,44,Comedy,Western,NA,43.14
War Dogs,2016,R,114,7.1,57,Biography,Comedy,Crime,43.03
Charlie's Angels,2000,PG-13,98,5.5,52,Action,Adventure,Comedy,125.31
Basic Instinct,1992,R,127,7,41,Drama,Mystery,Thriller,117.73
Eagle Eye,2008,PG-13,118,6.6,43,Action,Mystery,Thriller,101.11
This Means War,2012,PG-13,103,6.3,31,Action,Comedy,Romance,54.76
Cinderella Man,2005,PG-13,144,8,69,Biography,Drama,History,61.65
Jarhead,2005,R,125,7,58,Action,Biography,Drama,62.66
Relatos salvajes,2014,R,122,8.1,77,Comedy,Drama,Thriller,3.11
K-PAX,2001,PG-13,120,7.4,49,Drama,Mystery,Sci-Fi,50.34
The Last King of Scotland,2006,R,123,7.7,74,Biography,Drama,History,17.61
Sausage Party,2016,D,89,6.1,66,Animation,Adventure,Comedy,97.69
Stargate,1994,PG-13,116,7.1,42,Action,Adventure,Sci-Fi,71.57
Atomic Blonde,2017,21+,115,6.7,63,Action,Thriller,NA,51.69
Battle: Los Angeles,2011,PG-13,116,5.7,37,Action,Sci-Fi,NA,83.55
The Woman in Black,2012,PG-13,95,6.4,62,Drama,Fantasy,Horror,54.33
Ying xiong,2002,PG-13,120,7.9,85,Action,Adventure,History,53.71
Erin Brockovich,2000,R,131,7.3,73,Biography,Drama,NA,125.6
The Man from Earth,2007,NA,87,7.9,NA,Drama,Fantasy,Sci-Fi,NA
Rocky III,1982,NA,99,6.8,57,Drama,Sport,NA,125.05
The Bank Job,2008,NA,111,7.2,69,Crime,Drama,Thriller,30.03
xXx,2002,PG-13,124,5.9,48,Action,Adventure,Thriller,142.11
G.I. Joe: Retaliation,2013,PG-13,110,5.8,41,Action,Adventure,Sci-Fi,122.52
The Promise,II 2016,PG-13,133,6,49,Action,Adventure,Drama,NA
Goldfinger,1964,PG,110,7.7,87,Action,Adventure,Thriller,51.08
Cape Fear,1991,R,128,7.3,73,Crime,Thriller,NA,79.1
The Polar Express,2004,SU,100,6.6,61,Animation,Adventure,Comedy,183.37
Zack and Miri Make a Porno,2008,R,101,6.5,56,Comedy,Romance,NA,31.46
The Mummy,2017,13+,111,5.4,34,Action,Adventure,Fantasy,80.1
The Thin Red Line,1998,R,170,7.6,78,Drama,War,NA,36.4
Ronin,1998,R,122,7.3,67,Action,Crime,Thriller,41.62
About a Boy,2002,PG-13,101,7,75,Comedy,Drama,Romance,41.39
Tomorrowland,2015,PG,130,6.4,60,Action,Adventure,Family,93.44
Spaceballs,1987,NA,96,7.1,46,Adventure,Comedy,Sci-Fi,38.12
The Iron Giant,1999,PG,86,8,85,Animation,Action,Adventure,23.16
A Knight's Tale,2001,PG-13,132,6.9,56,Action,Adventure,Romance,56.57
Desperado,1995,R,104,7.2,55,Action,Crime,Thriller,25.63
The Birds,1963,NA,119,7.7,90,Drama,Horror,Mystery,11.4
Darkest Hour,2017,13+,125,7.4,75,Biography,Drama,History,56.47
Falling Down,1993,R,113,7.6,56,Action,Crime,Drama,40.9
Get Him to the Greek,2010,R,109,6.4,65,Adventure,Comedy,Music,60.97
25th Hour,2002,R,135,7.6,68,Drama,NA,NA,13.06
Pi,1998,R,84,7.4,72,Drama,Horror,Mystery,3.22
Pocahontas,I 1995,G,81,6.7,58,Animation,Adventure,Drama,141.6
The Favourite,2018,R,119,7.5,91,Biography,Comedy,Drama,34.37
Hostel,2005,21+,94,5.9,55,Horror,NA,NA,47.33
Happy Feet,2006,PG,108,6.4,77,Animation,Adventure,Comedy,198
Surrogates,2009,PG-13,89,6.3,45,Action,Sci-Fi,Thriller,38.58
Mama,I 2013,PG-13,100,6.2,57,Horror,Thriller,NA,71.63
The Expendables 3,2014,PG-13,126,6.1,35,Action,Adventure,Thriller,39.32
Batoru rowaiaru,2000,21+,114,7.6,81,Action,Adventure,Drama,NA
Rushmore,1998,R,93,7.7,86,Comedy,Drama,Romance,17.11
The Mask of Zorro,1998,PG-13,136,6.7,63,Action,Adventure,Comedy,94.1
The Assassination of Jesse James by the Coward Robert Ford,2007,R,160,7.5,68,Biography,Crime,Drama,3.9
Anchorman 2: The Legend Continues,2013,PG-13,119,6.3,61,Comedy,NA,NA,127.35
The Girl on the Train,2016,R,112,6.5,48,Crime,Drama,Mystery,75.4
The League of Extraordinary Gentlemen,2003,PG-13,110,5.8,30,Action,Adventure,Fantasy,66.47
High Fidelity,2000,R,113,7.5,79,Comedy,Drama,Music,27.28
Carrie,1976,NA,98,7.4,85,Horror,NA,NA,33.8
Bright,I 2017,NA,117,6.3,29,Action,Fantasy,Thriller,NA
The Tree of Life,2011,PG-13,139,6.8,85,Drama,Fantasy,NA,13.3
Black Mass,2015,R,123,6.9,68,Biography,Crime,Drama,62.58
Melancholia,2011,R,135,7.2,80,Drama,Sci-Fi,NA,3.03
Mud,2012,PG-13,130,7.4,76,Drama,NA,NA,21.59
Lilo & Stitch,2002,PG,85,7.2,73,Animation,Adventure,Comedy,145.79
Talladega Nights: The Ballad of Ricky Bobby,2006,PG-13,108,6.6,66,Comedy,Sport,NA,148.21
The Ninth Gate,1999,R,133,6.7,44,Mystery,Thriller,NA,18.66
Taare Zameen Par,2007,PG,165,8.4,NA,Drama,Family,NA,1.22
The Change-Up,2011,R,112,6.3,39,Comedy,Fantasy,NA,37.24
Enemy,2013,R,91,6.9,61,Drama,Mystery,Thriller,1.01
City Lights,1931,G,87,8.5,99,Comedy,Drama,Romance,0.02
Shark Tale,2004,SU,90,6,48,Animation,Adventure,Comedy,160.86
Independence Day: Resurgence,2016,13+,120,5.2,32,Action,Adventure,Sci-Fi,103.14
Layer Cake,2004,R,105,7.3,73,Action,Crime,Drama,2.34
The Crow,1994,R,102,7.6,71,Action,Drama,Fantasy,50.69
First Man,2018,13+,141,7.3,84,Biography,Drama,History,44.94
Mad Max 2,1981,NA,96,7.6,77,Action,Adventure,Sci-Fi,12.47
13 Going on 30,2004,PG-13,98,6.2,57,Comedy,Fantasy,Romance,57.23
Breakfast at Tiffany's,1961,NA,115,7.6,76,Comedy,Drama,Romance,NA
Blade: Trinity,2004,R,113,5.9,38,Action,Adventure,Fantasy,52.41
The Jungle Book,1967,G,78,7.6,65,Animation,Adventure,Family,141.84
[Rec],2007,R,78,7.4,69,Action,Adventure,Fantasy,NA
Tucker and Dale vs Evil,2010,R,89,7.5,65,Comedy,Horror,NA,0.22
What Happens in Vegas,2008,PG-13,99,6.1,36,Comedy,Romance,NA,80.28
Planet of the Apes,1968,G,112,8,79,Adventure,Sci-Fi,NA,33.4
Ed Wood,1994,R,127,7.8,70,Biography,Comedy,Drama,5.89
30 Days of Night,2007,R,113,6.6,53,Action,Horror,Thriller,39.57
Dazed and Confused,1993,R,102,7.6,78,Comedy,NA,NA,7.99
Milk,I 2008,R,128,7.5,84,Biography,Drama,NA,31.84
Fast & Furious Presents: Hobbs & Shaw,2019,17+,137,6.4,60,Action,Adventure,Thriller,173.96
Red Sparrow,2018,21+,140,6.6,53,Action,Drama,Thriller,46.87
Coming to America,1988,NA,116,7,47,Comedy,Romance,NA,128.15
Deep Impact,1998,PG-13,120,6.2,40,Action,Drama,Romance,140.46
Mary and Max,2009,NA,92,8.1,NA,Animation,Comedy,Drama,NA
Akira,1988,R,124,8,NA,Animation,Action,Sci-Fi,0.55
The Day the Earth Stood Still,2008,PG-13,104,5.5,40,Drama,Sci-Fi,Thriller,79.37
"Girl, Interrupted",1999,R,127,7.3,51,Biography,Drama,NA,28.87
Det sjunde inseglet,1957,17+,96,8.2,88,Drama,Fantasy,NA,NA
The Apartment,1960,NA,125,8.3,94,Comedy,Drama,Romance,18.6
The Danish Girl,2015,R,119,7.1,66,Biography,Drama,Romance,11.11
The Legend of Tarzan,2016,13+,110,6.2,44,Action,Adventure,Drama,126.64
Need for Speed,2014,PG-13,132,6.4,39,Action,Crime,Thriller,43.58
Army of Darkness,1992,R,81,7.5,59,Comedy,Fantasy,Horror,11.5
Beverly Hills Cop,1984,NA,105,7.3,66,Action,Comedy,Crime,234.76
The Abyss,1989,PG-13,140,7.5,62,Adventure,Drama,Mystery,54.46
Alexander,2004,R,175,5.6,39,Action,Biography,Drama,34.3
Madagascar 3: Europe's Most Wanted,2012,PG,95,6.8,60,Animation,Adventure,Comedy,216.39
The Heat,I 2013,R,117,6.6,60,Action,Comedy,Crime,159.58
Busanhaeng,2016,17+,118,7.6,72,Action,Horror,Thriller,2.13
The Longest Yard,2005,PG-13,113,6.4,48,Comedy,Crime,Sport,158.12
Hot Tub Time Machine,2010,R,101,6.4,63,Comedy,Sci-Fi,NA,50.29
He's Just Not That Into You,2009,PG-13,129,6.4,47,Comedy,Drama,Romance,93.95
Resident Evil: Afterlife,2010,R,96,5.8,37,Action,Adventure,Horror,60.13
Space Jam,1996,PG,88,6.4,59,Animation,Adventure,Comedy,90.46
Beowulf,2007,PG-13,115,6.2,59,Animation,Action,Adventure,82.16
Lethal Weapon 2,1989,R,114,7.2,70,Action,Crime,Thriller,147.25
PK,2014,NA,153,8.1,NA,Comedy,Drama,Musical,10.62
The Karate Kid,2010,PG,140,6.2,61,Action,Drama,Family,176.59
Valerian and the City of a Thousand Planets,2017,13+,136,6.5,51,Action,Adventure,Fantasy,41.19
Cool Hand Luke,1967,NA,127,8.1,92,Crime,Drama,NA,16.22
Hitman,I 2007,R,100,6.3,35,Action,Crime,Thriller,39.69
Immortals,2011,R,110,6,46,Action,Drama,Fantasy,83.5
Three Kings,1999,R,114,7.1,82,Action,Adventure,Comedy,60.65
RED 2,2013,PG-13,116,6.6,47,Action,Adventure,Comedy,53.26
Sleepless in Seattle,1993,PG,105,6.8,72,Comedy,Drama,Romance,126.53
Baywatch,2017,21+,116,5.5,37,Action,Comedy,Crime,58.06
Team America: World Police,2004,R,98,7.2,64,Action,Comedy,NA,32.77
Exodus: Gods and Kings,2014,PG-13,150,6,52,Action,Adventure,Drama,65.01
Cinderella,I 2015,PG,105,6.9,67,Drama,Family,Fantasy,201.15
King Arthur,2004,PG-13,126,6.3,46,Action,Adventure,Drama,51.88
The Insider,1999,R,157,7.8,84,Biography,Drama,Thriller,28.97
Metropolis,1927,NA,153,8.3,98,Drama,Sci-Fi,NA,1.24
Over the Hedge,2006,PG,83,6.7,67,Animation,Adventure,Comedy,155.02
Cars 2,2011,G,106,6.1,57,Animation,Adventure,Comedy,191.45
The Fly,1986,NA,96,7.6,79,Drama,Horror,Sci-Fi,40.46
Event Horizon,1997,R,96,6.7,35,Horror,Sci-Fi,Thriller,26.67
Superman,1978,PG,143,7.3,80,Action,Adventure,Drama,134.22
The Hills Have Eyes,2006,R,107,6.4,52,Horror,Thriller,NA,41.78
Central Intelligence,2016,17+,107,6.3,52,Action,Comedy,Crime,127.44
Demolition Man,1993,R,115,6.7,34,Action,Sci-Fi,Thriller,58.06
The Third Man,1949,NA,104,8.1,97,Film-Noir,Mystery,Thriller,0.45
Horrible Bosses 2,2014,R,108,6.3,40,Comedy,Crime,NA,54.45
Road Trip,2000,R,93,6.4,55,Comedy,NA,NA,68.54
Blades of Glory,2007,PG-13,93,6.3,64,Comedy,Sport,NA,118.59
Inferno,I 2016,PG-13,121,6.2,42,Action,Adventure,Crime,34.34
El hoyo,2019,NA,94,7,73,Horror,Sci-Fi,Thriller,NA
Scream 2,1997,R,120,6.2,63,Horror,Mystery,NA,101.36
American Made,2017,21+,115,7.2,65,Action,Biography,Comedy,51.34
Legend,I 2015,R,132,6.9,55,Biography,Crime,Drama,1.87
Transporter 3,2008,PG-13,104,6.1,51,Action,Crime,Thriller,31.72
Dial M for Murder,1954,NA,105,8.2,75,Crime,Thriller,NA,0.01
Point Break,1991,R,122,7.3,58,Action,Crime,Thriller,43.22
Mary Poppins,1964,G,139,7.8,88,Comedy,Family,Fantasy,102.27
The Lovely Bones,2009,PG-13,135,6.7,42,Drama,Fantasy,Thriller,43.82
Lethal Weapon 3,1992,R,118,6.7,40,Action,Crime,Thriller,144.73
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,2020,17+,109,6.1,60,Action,Adventure,Comedy,84.16
Evil Dead,2013,R,91,6.5,57,Adventure,Family,Fantasy,54.24
Upgrade,2018,R,100,7.5,67,Action,Sci-Fi,Thriller,11.98
Michael Clayton,2007,R,119,7.2,82,Crime,Drama,Mystery,49.03
The Man in the Iron Mask,I 1998,PG-13,132,6.5,48,Action,Adventure,Drama,56.97
The Ghost Writer,2010,PG-13,128,7.2,77,Crime,Drama,Mystery,15.54
The Perfect Storm,2000,PG-13,130,6.4,59,Action,Adventure,Drama,182.62
In the Name of the Father,1993,R,133,8.1,84,Biography,Crime,Drama,25.01
Rise of the Guardians,2012,R,97,7.3,58,Animation,Action,Adventure,103.41
What We Do in the Shadows,2014,R,86,7.7,76,Comedy,Horror,NA,3.33
The Green Hornet,2011,PG-13,119,5.8,39,Action,Comedy,Crime,98.78
"Definitely, Maybe",2008,PG-13,112,7.1,59,Comedy,Drama,Romance,31.97
Miss Peregrine's Home for Peculiar Children,2016,13+,127,6.7,57,Adventure,Drama,Family,87.24
Insidious: Chapter 2,2013,PG-13,106,6.6,40,Horror,Mystery,Thriller,83.59
The Invisible Man,I 2020,17+,124,7.1,72,Drama,Horror,Mystery,64.91
Riddick,2013,R,119,6.4,49,Action,Adventure,Sci-Fi,42.03
The Master,2012,R,138,7.2,86,Drama,NA,NA,16.38
Rambo: First Blood Part II,1985,NA,96,6.5,47,Action,Adventure,Thriller,150.42
The Bone Collector,1999,R,118,6.7,45,Crime,Drama,Mystery,66.52
Letters from Iwo Jima,2006,R,141,7.9,89,Action,Adventure,Drama,13.76
27 Dresses,2008,PG-13,111,6.1,47,Comedy,Romance,NA,76.81
Hard Candy,2005,D,104,7.1,58,Drama,Thriller,NA,1.01
Dangal,2016,13+,161,8.4,NA,Action,Biography,Drama,12.39
Once Upon a Time in Mexico,2003,R,102,6.4,56,Action,Crime,Thriller,56.36
The Age of Adaline,2015,PG-13,112,7.2,51,Drama,Fantasy,Romance,42.48
Steve Jobs,2015,R,122,7.2,82,Biography,Drama,NA,17.77
Lethal Weapon 4,1998,R,127,6.7,37,Action,Crime,Thriller,130.44
Wild Wild West,1999,PG-13,106,5,38,Action,Comedy,Sci-Fi,113.81
The Sorcerer's Apprentice,2010,PG,109,6.1,46,Action,Adventure,Family,63.15
Rush Hour 3,2007,PG-13,91,6.2,44,Action,Comedy,Crime,140.13
Dark Phoenix,2019,13+,113,5.8,43,Action,Adventure,Sci-Fi,65.85
The Cable Guy,1996,PG-13,96,6.1,56,Comedy,Drama,Thriller,60.24
Sin City: A Dame to Kill For,2014,R,102,6.5,46,Action,Crime,Thriller,13.76
Adventureland,2009,R,107,6.8,76,Comedy,Drama,Romance,16.03
The Last Airbender,2010,PG,103,4,20,Action,Adventure,Family,131.56
Flightplan,2005,D,98,6.3,53,Drama,Mystery,Thriller,89.71
Date Night,2010,PG-13,88,6.3,56,Comedy,Crime,Romance,98.71
National Lampoon's Christmas Vacation,1989,NA,97,7.6,49,Comedy,NA,NA,71.32
One Hundred and One Dalmatians,1961,NA,79,7.2,83,Animation,Adventure,Comedy,144.88
Extraction,2020,R,116,6.7,56,Action,Thriller,NA,NA
Final Destination 2,2003,R,90,6.2,38,Horror,Thriller,NA,46.96
Fantastic Four,2015,PG-13,100,4.3,27,Action,Adventure,Sci-Fi,56.12
The Naked Gun: From the Files of Police Squad!,1988,NA,85,7.6,76,Comedy,Crime,NA,78.76
Rashômon,1950,NA,88,8.2,98,Crime,Drama,Mystery,0.1
Saving Mr. Banks,2013,PG-13,125,7.5,65,Biography,Comedy,Drama,83.3
Underworld: Rise of the Lycans,2009,R,92,6.6,44,Action,Fantasy,Thriller,45.8
The Mummy: Tomb of the Dragon Emperor,2008,PG-13,112,5.2,31,Action,Adventure,Fantasy,102.49
The Mechanic,2011,R,93,6.6,49,Action,Crime,Thriller,29.12
Deepwater Horizon,2016,PG-13,107,7.1,68,Action,Drama,History,61.43
Invictus,2009,PG-13,134,7.3,74,Biography,Drama,History,37.49
The Punisher,2004,R,124,6.4,33,Action,Crime,Drama,33.68
Buried,2010,R,95,7,65,Drama,Mystery,Thriller,1.03
Scary Movie 2,2001,R,83,5.3,29,Comedy,Horror,NA,71.31
Kaze no tani no Naushika,1984,PG,117,8.1,86,Animation,Adventure,Fantasy,0.5
Abraham Lincoln: Vampire Hunter,2012,R,105,5.9,42,Action,Fantasy,Horror,37.52
Tenk?no shiro Rapyuta,1986,NA,125,8,78,Animation,Adventure,Drama,NA
Dr. No,1962,PG,110,7.2,78,Action,Adventure,Thriller,16.07
Galaxy Quest,1999,PG,102,7.3,70,Adventure,Comedy,Sci-Fi,71.58
The Maltese Falcon,1941,NA,100,8,96,Film-Noir,Mystery,NA,2.11
La haine,1995,NA,98,8.1,NA,Crime,Drama,NA,0.31
Barry Lyndon,1975,NA,185,8.1,89,Adventure,Drama,History,NA
Jay and Silent Bob Strike Back,2001,R,104,6.8,51,Comedy,NA,NA,30.06
The Last of the Mohicans,1992,R,112,7.7,76,Action,Adventure,Drama,75.51
The Waterboy,1998,PG-13,90,6.1,41,Comedy,Sport,NA,161.49
The Meg,2018,13+,113,5.6,46,Action,Horror,Sci-Fi,143.01
Next,2007,PG-13,96,6.2,42,Action,Sci-Fi,Thriller,18.21
Legends of the Fall,1994,R,133,7.6,45,Drama,Romance,War,66.64
Unbroken,I 2014,PG-13,137,7.2,59,Action,Biography,Drama,115.64
Evil Dead II,1987,R,84,7.8,72,Action,Comedy,Fantasy,5.92
Johnny English,2003,PG,89,6.2,51,Action,Adventure,Comedy,28.08
Incendies,2010,R,131,8.3,80,Drama,Mystery,War,6.86
Punch-Drunk Love,2002,R,95,7.3,78,Comedy,Drama,Romance,17.84
El orfanato,2007,R,105,7.4,74,Drama,Fantasy,Horror,7.16
From Hell,2001,R,122,6.8,54,Horror,Mystery,Thriller,31.6
Monsters vs. Aliens,2009,PG,94,6.4,56,Animation,Action,Adventure,198.35
War Horse,2011,PG-13,146,7.2,72,Action,Adventure,Drama,79.88
Marley & Me,2008,PG,111,7.1,53,Comedy,Drama,Family,143.15
Predator 2,1990,R,108,6.3,46,Action,Horror,Sci-Fi,30.67
Antz,1998,PG,83,6.5,72,Animation,Adventure,Comedy,90.76
Commando,1985,NA,90,6.7,51,Action,Adventure,Thriller,35.1
Terminator: Dark Fate,2019,R,128,6.2,54,Action,Adventure,Sci-Fi,62.25
Underworld: Awakening,2012,R,88,6.4,39,Action,Fantasy,Horror,62.32
Hercules,I 2014,PG-13,98,6,47,Action,Adventure,Fantasy,72.69
47 Ronin,2013,PG-13,128,6.3,28,Action,Drama,Fantasy,38.36
Analyze This,1999,R,103,6.7,61,Comedy,Crime,NA,106.89
She's the Man,2006,PG-13,105,6.3,45,Comedy,Romance,Sport,2.34
Ladri di biciclette,1948,NA,89,8.3,NA,Drama,NA,NA,0.33
Cinderella,1950,G,74,7.3,85,Animation,Family,Fantasy,85
Vantage Point,2008,PG-13,90,6.6,40,Action,Crime,Drama,72.27
Spy Game,2001,R,126,7.1,63,Action,Crime,Thriller,0.03
Man on a Ledge,2012,PG-13,102,6.6,40,Action,Crime,Thriller,18.62
Idiocracy,2006,R,84,6.6,66,Adventure,Comedy,Sci-Fi,0.44
Network,1976,R,121,8.1,83,Drama,NA,NA,NA
Shoot 'Em Up,2007,R,86,6.7,49,Action,Thriller,NA,12.81
London Has Fallen,2016,R,99,5.9,28,Action,Thriller,NA,62.68
The Imaginarium of Doctor Parnassus,2009,PG-13,123,6.8,65,Adventure,Comedy,Fantasy,7.69
The Spectacular Now,2013,R,95,7.1,82,Comedy,Drama,Romance,6.85
Poltergeist,1982,NA,114,7.3,79,Horror,Thriller,NA,76.61
Puss in Boots,2011,PG,90,6.6,65,Animation,Action,Adventure,149.26
The Virgin Suicides,1999,R,97,7.2,76,Drama,Romance,NA,4.86
Brüno,2009,R,81,5.8,54,Comedy,NA,NA,60.05
Pandorum,2009,R,108,6.7,28,Action,Horror,Mystery,10.33
Wayne's World,1992,PG-13,94,7,57,Comedy,Music,NA,121.7
Mr. Brooks,2007,R,120,7.3,45,Crime,Drama,Thriller,28.48
Wall Street,1987,NA,126,7.4,56,Crime,Drama,NA,43.85
Young Frankenstein,1974,NA,106,8,80,Comedy,NA,NA,86.3
I Am Sam,2001,PG-13,132,7.7,28,Drama,NA,NA,40.31
Dirty Harry,1971,NA,102,7.7,90,Action,Crime,Thriller,35.9
Double Indemnity,1944,NA,107,8.3,95,Crime,Drama,Film-Noir,5.72
Bridge to Terabithia,2007,PG,96,7.1,74,Drama,Family,Fantasy,82.27
M - Eine Stadt sucht einen Mörder,1931,NA,117,8.3,NA,Crime,Mystery,Thriller,0.03
Begin Again,II 2013,R,104,7.4,62,Comedy,Drama,Music,16.17
Rounders,1998,R,121,7.3,54,Crime,Drama,NA,22.91
"Honey, I Shrunk the Kids",1989,NA,93,6.4,63,Adventure,Comedy,Family,130.72
Rampage,2018,13+,107,6.1,45,Action,Adventure,Sci-Fi,101.03
The Drop,2014,R,106,7.1,69,Crime,Drama,Thriller,10.72
Pitch Perfect 2,2015,13+,115,6.4,63,Comedy,Music,NA,184.3
Hooligans,2005,R,109,7.5,55,Crime,Drama,Sport,0.34
JFK,1991,R,189,8,72,Drama,History,Thriller,70.41
Bee Movie,2007,PG,91,6.1,54,Animation,Adventure,Comedy,126.63
On the Waterfront,1954,NA,108,8.1,91,Crime,Drama,Thriller,9.6
The Hunchback of Notre Dame,1996,NA,91,6.9,74,Animation,Drama,Family,100.14
I Now Pronounce You Chuck & Larry,2007,PG-13,115,5.9,37,Comedy,Romance,NA,120.06
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,PG,113,6.3,53,Adventure,Family,Fantasy,104.39
The Running Man,1987,NA,101,6.7,45,Action,Sci-Fi,Thriller,38.12
The Time Traveler's Wife,2009,PG-13,107,7.1,47,Drama,Fantasy,Romance,63.41
Allied,2016,D,124,7.1,60,Action,Drama,Romance,40.1
Annabelle,I 2014,R,99,5.4,37,Horror,Mystery,Thriller,84.27
Crank: High Voltage,2009,R,96,6.2,41,Action,Crime,Thriller,13.63
The Way Way Back,2013,PG-13,103,7.4,68,Comedy,Drama,NA,21.5
Grown Ups 2,2013,PG-13,101,5.4,19,Comedy,NA,NA,133.67
Before Midnight,2013,R,109,7.9,94,Drama,Romance,NA,8.11
Saw IV,2007,21+,93,5.9,36,Horror,Mystery,Thriller,63.3
Molly's Game,2017,17+,140,7.4,71,Biography,Crime,Drama,28.78
The Lake House,2006,PG,99,6.8,52,Drama,Fantasy,Romance,52.33
Cold Mountain,2003,R,154,7.2,73,Adventure,Drama,History,95.64
Crazy Rich Asians,2018,17+,120,6.9,74,Comedy,Drama,Romance,174.53
Wonder,I 2017,13+,113,8,66,Drama,Family,NA,132.42
Evan Almighty,2007,PG,96,5.4,37,Comedy,Family,Fantasy,100.46
The Gift,VI 2015,R,108,7,77,Drama,Mystery,Thriller,43.77
The Grudge,2004,PG-13,91,5.9,49,Horror,Mystery,Thriller,110.36
Inside Llewyn Davis,2013,R,104,7.5,93,Comedy,Drama,Music,13.24
Searching,III 2018,13+,102,7.6,71,Drama,Mystery,Thriller,26.02
Roma,2018,R,135,7.7,96,Drama,NA,NA,NA
Four Weddings and a Funeral,1994,R,117,7.1,81,Comedy,Drama,Romance,52.7
Dear John,I 2010,PG-13,108,6.3,43,Drama,Romance,War,80.01
One Day,2011,PG-13,107,7,48,Drama,Romance,NA,13.84
Starsky & Hutch,2004,PG-13,101,6.1,55,Comedy,Crime,NA,88.24
Memoirs of a Geisha,2005,D,145,7.4,54,Drama,Romance,NA,57.49
Smokin' Aces,2006,R,109,6.7,45,Action,Comedy,Crime,35.66
Lars and the Real Girl,2007,PG-13,106,7.3,70,Comedy,Drama,Romance,5.97
Remember Me,I 2010,PG-13,113,7.1,40,Drama,Romance,NA,19.07
La piel que habito,2011,R,120,7.6,70,Drama,Horror,Thriller,3.19
Ray,I 2004,PG-13,152,7.7,73,Biography,Drama,Music,75.33
La vie d'Adèle,2013,NC-17,180,7.7,89,Drama,Romance,NA,2.2
Defiance,I 2008,R,137,7.2,58,Action,Drama,History,28.64
The Purge: Anarchy,2014,R,103,6.4,50,Action,Adventure,Horror,71.96
S.W.A.T.,2003,PG-13,117,6,45,Action,Adventure,Crime,116.93
Good Bye Lenin!,2003,R,121,7.7,68,Comedy,Drama,Romance,4.06
Doctor Sleep,2019,17+,152,7.3,59,Drama,Fantasy,Horror,NA
Dogville,2003,R,178,8,60,Crime,Drama,NA,1.53
Scary Movie 3,2003,PG-13,84,5.5,49,Comedy,Horror,NA,110
Jack Reacher: Never Go Back,2016,13+,118,6.1,47,Action,Thriller,NA,58.7
We Need to Talk About Kevin,2011,R,112,7.5,68,Drama,Mystery,Thriller,1.74
Conan the Barbarian,1982,NA,129,6.9,43,Action,Adventure,Fantasy,39.57
Never Let Me Go,2010,R,103,7.1,69,Drama,Romance,Sci-Fi,2.43
Isle of Dogs,2018,PG-13,101,7.9,82,Animation,Adventure,Comedy,32.02
The Texas Chain Saw Massacre,1974,21+,83,7.5,78,Horror,NA,NA,30.86
The Disaster Artist,2017,R,104,7.4,76,Biography,Comedy,Drama,21.12
State of Play,2009,PG-13,127,7.1,64,Crime,Drama,Mystery,37.02
Snowden,2016,D,134,7.3,58,Biography,Crime,Drama,21.59
The Addams Family,1991,NA,99,6.9,57,Comedy,Fantasy,NA,113.5
Bumblebee,I 2018,13+,114,6.8,66,Action,Adventure,Sci-Fi,127.2
Last Action Hero,1993,PG-13,130,6.4,44,Action,Adventure,Comedy,50.02
Mr. Deeds,2002,PG-13,96,5.8,24,Comedy,Romance,NA,126.29
Kindergarten Cop,1990,NA,111,6.1,61,Action,Comedy,Crime,91.46
6 Underground,2019,R,128,6.1,41,Action,Thriller,NA,NA
Winter's Bone,2010,R,100,7.1,90,Drama,Mystery,NA,6.53
Monster,2003,R,109,7.3,74,Biography,Crime,Drama,34.47
Contratiempo,2016,NA,106,8.1,NA,Crime,Drama,Mystery,NA
Thelma & Louise,1991,R,130,7.5,88,Adventure,Crime,Drama,45.36
Spring Breakers,2012,R,94,5.3,63,Crime,Drama,NA,14.12
Zombieland: Double Tap,2019,17+,99,6.7,55,Action,Adventure,Comedy,26.8
Salinui chueok,2003,NA,131,8.1,82,Action,Crime,Drama,0.01
